academic_term,academic_year,faculty_abbrev,faculty,subject_abbrev,subject,title,course_number_raw,course_credit_raw
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PHYS,Physics,Introduction to Biological Physics,5800,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PHYS,Physics,M.Sc. Research Evaluation,6001B,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PHYS,Physics,Advanced Topics in Solid State Physics:  Solid Mechanics,6100,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PHYS,Physics,Selected Topics in Applied Optical Physics,6170,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PHYS,Physics,Selected Topics in Physics,6213,1.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PHYS,Physics,Ph.D Research Evaluation,7001A,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PHYS,Physics,Ph.D. Research Evaluation,7001C,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PHYS,Physics,Ph.D. Research Ecaluation,7001E,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PHYS,Physics,Ph.D. Research Evaluation,7001G,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PIA,Public and International Affairs,Le processus d élaboration des politiques,6001,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PIA,Public and International Affairs,Méthodes de recherche,6003,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PIA,Public and International Affairs,Colloquium:  Canada and its Place in the World,6200,1.50
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PIA,Public and International Affairs,La gestion de la diversité,6322,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PIA,Public and International Affairs,Privacy and Surveillance: Canadian and International Perspectives and Practices,6342,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PIA,Public and International Affairs,Human Resources within the Public Sector,6347,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,PKIN,Kinesiology & Health Sc Pract,Swimming I,0200,0.00
Fall/Winter,2024-2025,HH,Faculty of Health,PKIN,Kinesiology & Health Sc Pract,Co-ed Basketball I,0301,0.00
Fall/Winter,2024-2025,HH,Faculty of Health,PKIN,Kinesiology & Health Sc Pract,Football I,0308,0.00
Fall/Winter,2024-2025,HH,Faculty of Health,PKIN,Kinesiology & Health Sc Pract,Soccer I,0328,0.00
Fall/Winter,2024-2025,HH,Faculty of Health,PKIN,Kinesiology & Health Sc Pract,Frisbee Sports: Competitive & Cooperative Disc Sports,0370,0.00
Fall/Winter,2024-2025,HH,Faculty of Health,PKIN,Kinesiology & Health Sc Pract,Tai Chi I,0400,0.00
Fall/Winter,2024-2025,HH,Faculty of Health,PKIN,Kinesiology & Health Sc Pract,Aikido Yoshinkan,0404,0.00
Fall/Winter,2024-2025,HH,Faculty of Health,PKIN,Kinesiology & Health Sc Pract,Self-Defense,0407,0.00
Fall/Winter,2024-2025,HH,Faculty of Health,PKIN,Kinesiology & Health Sc Pract,Court Games,0415,0.00
Fall/Winter,2024-2025,HH,Faculty of Health,PKIN,Kinesiology & Health Sc Pract,Badminton I,0440,0.00
Fall/Winter,2024-2025,HH,Faculty of Health,PKIN,Kinesiology & Health Sc Pract,Basic Movement,0500,0.00
Fall/Winter,2024-2025,HH,Faculty of Health,PKIN,Kinesiology & Health Sc Pract,Track and Field I,0600,0.00
Fall/Winter,2024-2025,HH,Faculty of Health,PKIN,Kinesiology & Health Sc Pract,First Responder for Athletic Therapy I,0761,0.00
Fall/Winter,2024-2025,HH,Faculty of Health,PKIN,Kinesiology & Health Sc Pract,Clinical Placement in Athletic Therapy I,0811,0.00
Fall/Winter,2024-2025,HH,Faculty of Health,PKIN,Kinesiology & Health Sc Pract,Elementary and Recreational Games,0840,0.00
Fall/Winter,2024-2025,HH,Faculty of Health,PKIN,Kinesiology & Health Sc Pract,Personal Training II,0862,0.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,Introduction to Business, Government and Society,1090,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,Perspectives on Politics: Classics of Political Thought,2000,6.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,POLS,Political Science,Foundations of Political Science,2000,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,Communities and Public Law,2200,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,Introduction to Comparative Politics,2400,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,POLS,Political Science,Introduction to Statistical Methods I,2610,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,POLS,Political Science,Ancient Ethical and Political Theory,2633,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,Introduction to Indigenous Politics,2990,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,Law, Justice and Jurisprudence,3075,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,Public Law I: The Constitution and the Courts in Canada,3135,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,POLS,Political Science,Public Law I: The Constitution and the Courts in Canada,3135,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,Public Law II: The Charter of Rights and Freedoms and the Limits of Public Administration,3136,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,POLS,Political Science,Public Law II: The Charter of Rights and Freedoms and the Limits of Public Administration,3136,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,Political Economy of Labour in Canada,3140,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,Canada's Social Policy,3170,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,Public Administration,3190,6.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,POLS,Political Science,Les relations intergouvernementales au Canada,3212,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,POLS,Political Science,International Relations Through Film and Literature,3235,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,Human Rights and Global Economy,3255,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,Global Political Economy II: Issues and Problems Since 1945,3275,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,Statistics for Social Sciences,3300,6.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,POLS,Political Science,Ontario Government and Politics,3460,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,European Union: Integration and Disintegration,3521,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,POLS,Political Science,Théorie politique,3527,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,American Government and Politics,3540,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,Racism and Colonialism,3565,6.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,POLS,Political Science,Illiberal Politics,3602,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,POLS,Political Science,International Relations,3626,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,POLS,Political Science,The Politics of Science,3628,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,POLS,Political Science,Médias et politiques,3647,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,POLS,Political Science,Paix, sécurité et droits humains internationaux,3650,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,POLS,Political Science,Introduction to International Law,3652,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,POLS,Political Science,Community, Liberty, and Institutions: Early Modern Political Theory II,3668,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,POLS,Political Science,La sociologie politique : autorité, pouvoir et domination,3672,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,POLS,Political Science,Logic of Social Inquiry: Qualitative Methods,3680,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,POLS,Political Science,The Logic of Social Inquiry: Quantitative Methods (Data Collection and Analysis),3690,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,POLS,Political Science,Théories de la société,3692,6.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,POLS,Political Science,American Government and Politics,3720,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,Supervised Reading and Research,3990,6.00
Fall/Winter,2024-2025,ED,Faculty of Education,POLS,Political Science,Teaching Politics in the Intermediate-Senior Divisions - B,4001,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,Theories of Justice,4015,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,Thinking Politics Today: Contemporary Political Theory,4040,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,Slavery and Freedom,4060,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,The Politics of Cyberspace,4071,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,Classical Marxist Theory,4090,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,Democratic Public Policy and Administration in Canada,4104,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,The Political Economy of the State and Finance,4115,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,Gender and Current Policy Issues,4125,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,Canadian Social Policy in Comparative Perspective,4165,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,POLS,Political Science,Political Ethics,4212,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,Canadian Foreign Policy,4250,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,Russia in World Affairs,4280,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,Patterns and Problems of Globalization,4293,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,Economic Unions and Globalization,4403,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,Global Governance & Politics in Comparative Perspective,4440,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,Debates in Contemporary European Union Politics,4517,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,Latin American Development,4555,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,POLS,Political Science,Issues in International Law,4601,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,States, Societies & Information  Technology,4610,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,POLS,Political Science,La diplomatie,4618,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,POLS,Political Science,The Idea of Democracy,4640,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,POLS,Political Science,Migration and Citizenship,4674,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,Political Economy and Political Power,4905,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,Politics Honours Colloquium,4980,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POLS,Political Science,Supervised Reading and Research,4990,6.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,POLS,Political Science,Histories and Theories of Nationalism,6000R,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,POLS,Political Science,French Post-Marxism and Radical Democratic Theory,6021,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,POLS,Political Science,Accelerating Technicity:  'Questions Concerning Technologies',6088,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,POLS,Political Science,Indigenous Politics: Decolonization or 'Development'?,6145,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,POLS,Political Science,Governing Urban Poverty,6185,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,POLS,Political Science,Hegemony, Imperialism and Globalization,6205,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,POLS,Political Science,Neoliberalism,6250,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,POLS,Political Science,Illicit Economies and Global Politics,6292,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,POLS,Political Science,The Study Of Comparative Politics,6410,6.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,POLS,Political Science,Contemporary Social Transformations:  Knowledge, Political Economy and Agency,6485,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,POLS,Political Science,Politics and Policies of European Integration,6656,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,POLS,Political Science,Politics of AI, Ethics and Algorithmic Life,6740,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,POLS,Political Science,Contemporary Research in Politics,6900,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,POLS,Political Science,Reading Course,6990,6.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,POLS,Political Science,Reading Course,6990A,6.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,POLS,Political Science,Dissertation Proposal Workshop,7000,0.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POR,Portugese,Elementary Portuguese,1000,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,POR,Portugese,Advanced Portuguese,3000,6.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PPAL,Public Policy Administration & Law,Public Management,6000,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PPAL,Public Policy Administration & Law,Leadership and Human Resources Management,6010,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PPAL,Public Policy Administration & Law,Canadian Constitutional Law,6100,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PPAL,Public Policy Administration & Law,Administrative Law and Ethics: Principles and Practices in the Policy-Making Context,6120,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PPAL,Public Policy Administration & Law,Democratic Administration,6155,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PPAL,Public Policy Administration & Law,Research Methods and Information Systems,6200,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PPAL,Public Policy Administration & Law,Program Evaluation and Public Policy Analysis,6210,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PPAL,Public Policy Administration & Law,Topics in Public Policy,6230,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PPAL,Public Policy Administration & Law,Internship/Co-Op,6900,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,PPAS,Public Policy and Administration Studies,Introduction to Politics: Exploring the Democratic Experience,1000,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,PPAS,Public Policy and Administration Studies,Canadian Government,2110,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,PPAS,Public Policy and Administration Studies,Communities and Public Law,2200,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,PPAS,Public Policy and Administration Studies,Politics, Policy And Law Of Minority Rights,3000,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,PPAS,Public Policy and Administration Studies,Public Law I: The Constitution and the Courts in Canada,3135,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,PPAS,Public Policy and Administration Studies,Public Law II: The Charter of Rights and Freedoms and the Limits of Public Administration,3136,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,PPAS,Public Policy and Administration Studies,Statistics for Social Sciences,3300,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,PPAS,Public Policy and Administration Studies,Public Sector Budget Process,3524,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,PPAS,Public Policy and Administration Studies,Canada's Social Policy,3761,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,PPAS,Public Policy and Administration Studies,Directed Reading/Special Study,4000,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,PPAS,Public Policy and Administration Studies,Race, Ethnicity and Social Policy,4052,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,PPAS,Public Policy and Administration Studies,Regional Economic Development,4110,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,PPAS,Public Policy and Administration Studies,Politics, Law and the Courts,4130,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,PPAS,Public Policy and Administration Studies,Applied Public Policy Analysis,4200,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,PPAS,Public Policy and Administration Studies,Program Evaluation II,4320,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,PPAS,Public Policy and Administration Studies,Public Administration of Ontario: Sub-National Governance in Comparison,4390,3.00
Fall/Winter,2024-2025,SB,Schulich School of Business,PROP,Real Property,Real Estate Development and Marketing,4800,3.00
Fall/Winter,2024-2025,SB,Schulich School of Business,PROP,Real Property,Real Estate Finance,4950,3.00
Fall/Winter,2024-2025,SB,Schulich School of Business,PROP,Real Property,Leadership in Real Estate and Infrastructure II,6002,0.00
Fall/Winter,2024-2025,SB,Schulich School of Business,PROP,Real Property,Real Estate Finance & Investment,6100,3.00
Fall/Winter,2024-2025,SB,Schulich School of Business,PROP,Real Property,Development Prototypes,6200,3.00
Fall/Winter,2024-2025,SB,Schulich School of Business,PROP,Real Property,Infrastructure Investment and Finance,6400,3.00
Fall/Winter,2024-2025,SB,Schulich School of Business,PROP,Real Property,Sustainable Cities: Urbanization, Infrastructure, and Strategic Choices,6550,3.00
Fall/Winter,2024-2025,SB,Schulich School of Business,PROP,Real Property,Structuring Development Transactions,6850,3.00
Fall/Winter,2024-2025,SB,Schulich School of Business,PROP,Real Property,Individual Study: Selected Problems in Real Property,6900,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,PRWR,Professional Writing,Research for Professional Writers,1004,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,PRWR,Professional Writing,Writing in Digital Cultures,2004,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,PRWR,Professional Writing,Rhetoric: Strategy and Application,2007,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,PRWR,Professional Writing,Publishing Science-Fiction & Fantasy,2009,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,PRWR,Professional Writing,Studies in Non-Fiction,2100,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,PRWR,Professional Writing,Intermediate Digital Authoring,3001,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,PRWR,Professional Writing,Introduction to Corporate/Organizational Writing in,3003,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,PRWR,Professional Writing,Reading the News: Examining the Rhetoric of the Press,3011,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,PRWR,Professional Writing,Substantive Editing,3730,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,PRWR,Professional Writing,Principles of Style and Design,3910,3.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,PRWR,Professional Writing,Periodical Writing and Publishing Practicum,4002,6.00
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,PRWR,Professional Writing,Book Publishing Practicum,4004,6.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,Introduction to Psychology,1010,6.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,Statistical Methods I and II,2020,6.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,Statistical Methods II,2022,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,Developmental Psychology,2110,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,Personality,2130,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,Sensation and Perception I,2220,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,Biological Basis of Behaviour,2240,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,PSYC,Psychology,Introduction to Psychology,2510,6.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,PSYC,Psychology,Introduction to Experimental Psychology,2520,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,PSYC,Psychology,Statistics I,2530,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,PSYC,Psychology,Statistics II,2531,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,Intermediate Research Methods,3010,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,Intermediate Statistics I,3031,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,Psychological Measurement,3090,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,Psychological Health, Distress, & Impairment,3140,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,PSYC,Psychology,Personality,3220,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,PSYC,Psychology,Santé psychologique et déficience,3230,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,The Psychology of Reasoning, Judgment and Decision-Making,3255,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,Sensation and Perception II,3270,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,Psycholinguistics,3290,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,PSYC,Psychology,Introduction to Development: Adolescence, Adulthood and Aging,3310,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,Forensic Psychology,3320,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,PSYC,Psychology,La mémoire,3390,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,Evolutionary Psychology,3420,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,Psychology of Women,3480,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,Neuroscience of Aging & Cognitive Health,3495,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,Infancy,3520,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,PSYC,Psychology,Psychological Testing and Measurement,3550,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,PSYC,Psychology,Learning, Behaviour Modification, and Behaviour Management,3555,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,Drugs and Behaviour,3590,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,PSYC,Psychology,Health Psychology,3635,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,PSYC,Psychology,Introduction to Social Psychology,3660,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,PSYC,Psychology,Psychobiology,3670,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,PSYC,Psychology,Evolutionary Psychology,3675,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,PSYC,Psychology,Perception,3690,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,Individual Research Project,3901,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,Individual Research Project,3903,6.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,Specialized Honours Thesis,4001,6.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,Seminar in Developmental Psychology,4010,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,Seminar in Social Psychology,4020,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,Personality Theory and Behaviour Disorders,4050,6.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,Counselling Psychology,4060,6.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,Skills and Techniques in Counselling and Psychotherapy,4062,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,PSYC,Psychology,Individual Studies,4100,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,PSYC,Psychology,Individual Studies,4100,6.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,Addiction Etiology and Treatment,4145,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,Critical Thinking in Psychology,4180,6.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,Neuroimaging of Cognition - fMRI methods,4215,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,PSYC,Psychology,Advanced Seminar,4230,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,PSYC,Psychology,Theories and Techniques of Counselling,4250,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,PSYC,Psychology,Stage de recherche appliquée,4260,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,PSYC,Psychology,Stage de recherche appliquée,4260,6.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,PSYC,Psychology,Case Studies in Clinical Neuropsychology: A Practicum,4261,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,Seminar in Statistics,4330,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,PSYC,Psychology,Human Neuropsychology,4530,6.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,PSYC,Psychology,Stories, Minds and Brains,4615,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,Individual Research Project,4901,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,PSYC,Psychology,Individual Research Project,4903,6.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Historical and Theoretical Foundations of Contemporary Psychology (B),6030,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Mental Health: History, Culture, and Critique,6063,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Strategies for Data Management and Data Cleaning,6120,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Univariate Analysis II: Regression,6132,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Categorical Data Analysis,6136,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Multilevel Modeling,6160,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,PSYC,Psychology,Psychometric Methods,6180,3.00
